orig_idx,kind,is_transcode,src_rolloff,model_fp,is_stereo,side_mid_ratio,lr_corr,ro_mid,ro_side,side_to_mid_rolloff,holes_inband,flatness_inband,side_flatness_inband,terrace_peakfrac,preecho_pct,aliasing_corr,mp3_pattern
77,mp3_128,1,4833.5,1,1,0.054741,0.8963,4866.5,5340.2,1.0973,0.73214,0.002492,0.005884,0.16964,50.63,0.0978,0
77,mp3_320,1,4833.5,1,1,0.054828,0.8962,4909.6,7752.0,1.5789,0.73451,0.002381,0.005814,0.16372,52.38,0.0829,0
77,mp3_v0,1,4833.5,1,1,0.054827,0.8962,4694.2,7644.3,1.6284,0.72222,0.002667,0.006521,0.18056,52.38,0.0866,0
80,authentic,0,4403.7,1,1,2.4e-05,1.0,4457.4,9991.4,2.2415,0.0,0.233571,0.797686,0.23902,100.0,0.3742,0
80,mp3_128,1,4403.7,1,1,2.4e-05,1.0,4457.4,11348.0,2.5459,0.0,0.233761,0.803262,0.23902,100.0,0.3452,0
80,mp3_320,1,4403.7,1,1,2.4e-05,1.0,4457.4,12360.1,2.7729,0.0,0.233576,0.802365,0.23902,100.0,0.3506,0
80,mp3_v0,1,4403.7,1,1,2.4e-05,1.0,4457.4,10249.8,2.2995,0.0,0.233703,0.80945,0.23902,100.0,0.3768,0
81,authentic,0,2076.3,1,1,0.898275,0.0556,775.2,775.2,1.0,0.15909,0.059237,0.024051,0.25,0.0,0.1198,0
81,mp3_128,1,2076.3,1,1,0.89828,0.0555,775.2,775.2,1.0,0.15909,0.063465,0.026421,0.25,15.38,0.2671,0
81,mp3_320,1,2076.3,1,1,0.898277,0.0555,775.2,775.2,1.0,0.15909,0.059545,0.024219,0.25,0.0,0.1213,0
81,mp3_v0,1,2076.3,1,1,0.898282,0.0555,775.2,775.2,1.0,0.15909,0.060178,0.024538,0.25,0.0,0.1212,0
82,authentic,0,2553.3,1,0,0.0,1.0,2820.8,0.0,0.0,0.0,0.242183,1.0,0.13953,58.33,0.1499,0
82,mp3_128,1,2553.3,1,0,0.0,1.0,2820.8,0.0,0.0,0.0,0.242207,1.0,0.13953,66.67,0.1705,0
82,mp3_320,1,2553.3,1,0,0.0,1.0,2820.8,0.0,0.0,0.0,0.242182,1.0,0.13953,58.33,0.1327,0
82,mp3_v0,1,2553.3,1,0,0.0,1.0,2820.8,0.0,0.0,0.0,0.242288,1.0,0.13953,58.33,0.1649,0
83,authentic,0,5977.7,1,0,0.0,1.0,6589.2,20930.3,3.1765,0.00329,0.08476,0.999883,0.1875,97.37,0.134,0
83,mp3_128,1,5977.7,1,0,0.0,1.0,6546.1,20930.3,3.1974,0.00331,0.085662,0.996849,0.18543,97.3,0.175,0
83,mp3_320,1,5977.7,1,0,0.0,1.0,6567.6,20908.7,3.1836,0.0033,0.085142,0.995333,0.19142,97.37,0.1336,0
83,mp3_v0,1,5977.7,1,0,0.0,1.0,6567.6,0.0,0.0,0.0033,0.085215,0.999994,0.18812,97.37,0.1371,0
86,authentic,0,2950.0,1,0,0.0,1.0,3574.5,21705.5,6.0723,0.20732,0.042996,0.863612,0.17683,72.22,0.1557,0
86,mp3_128,1,2950.0,1,0,0.0,1.0,3294.6,20607.3,6.2549,0.13907,0.057189,0.89436,0.19205,66.67,0.2242,0
86,mp3_320,1,2950.0,1,0,0.0,1.0,3445.3,21210.2,6.1562,0.17722,0.04957,0.862766,0.18354,82.35,0.1565,0
86,mp3_v0,1,2950.0,1,0,0.0,1.0,3273.0,21662.4,6.6184,0.12667,0.058258,0.861453,0.19333,66.67,0.2246,0
87,authentic,0,5572.9,1,0,0.0,1.0,5297.2,0.0,0.0,0.33607,0.012568,0.999999,0.18443,72.73,0.4116,0
87,mp3_128,1,5572.9,1,0,0.0,1.0,5146.4,0.0,0.0,0.31646,0.013644,0.999999,0.16456,72.73,0.4172,0
87,mp3_320,1,5572.9,1,0,0.0,1.0,5254.1,0.0,0.0,0.33058,0.012868,0.999999,0.17769,72.73,0.4118,0
87,mp3_v0,1,5572.9,1,0,0.0,1.0,5103.4,0.0,0.0,0.31064,0.013948,0.999999,0.1617,66.67,0.4156,0
88,authentic,0,6666.7,1,1,0.634784,0.2277,13996.6,13738.2,0.9815,0.7284,0.008093,0.012804,0.25772,36.11,0.1949,0
88,mp3_128,1,6666.7,1,1,0.634953,0.2276,10938.9,10594.3,0.9685,0.63241,0.010074,0.016342,0.14822,30.56,0.3053,0
88,mp3_320,1,6666.7,1,1,0.634778,0.2277,13910.4,13716.7,0.9861,0.72671,0.008189,0.01299,0.26553,33.33,0.1949,0
88,mp3_v0,1,6666.7,1,1,0.634669,0.2278,14061.2,13910.4,0.9893,0.72811,0.008134,0.012857,0.26728,36.11,0.1881,0
89,authentic,0,2775.0,1,1,0.08578,0.842,3337.6,3402.2,1.0194,0.0,0.18783,0.179908,0.20261,60.34,0.144,0
89,mp3_128,1,2775.0,1,1,0.086143,0.8414,3316.1,3230.0,0.974,0.0,0.189776,0.185425,0.19737,71.43,0.2598,0
89,mp3_320,1,2775.0,1,1,0.085779,0.842,3316.1,3359.2,1.013,0.0,0.189393,0.181506,0.20395,62.07,0.1518,0
89,mp3_v0,1,2775.0,1,1,0.085812,0.8419,3294.6,3337.6,1.0131,0.0,0.190879,0.183717,0.2053,72.41,0.2476,0
92,authentic,0,4076.9,1,0,0.0,1.0,4285.1,0.0,0.0,0.0,0.184502,0.999997,0.18782,66.67,0.0466,0
92,mp3_128,1,4076.9,1,0,0.0,1.0,4220.5,0.0,0.0,0.0,0.189335,0.999997,0.19072,100.0,0.6052,0
92,mp3_320,1,4076.9,1,0,0.0,1.0,4263.6,0.0,0.0,0.0,0.185854,0.999997,0.18878,66.67,0.0487,0
92,mp3_v0,1,4076.9,1,0,0.0,1.0,4263.6,0.0,0.0,0.0,0.185865,0.999997,0.18878,66.67,0.0397,0
93,authentic,0,4183.8,1,1,0.940697,0.0385,6007.8,6567.6,1.0932,0.55596,0.016996,0.006311,0.19856,55.56,0.0366,0
93,mp3_128,1,4183.8,1,1,0.940971,0.0383,5986.2,6330.8,1.0576,0.55435,0.017534,0.007061,0.21377,57.14,0.0699,0
93,mp3_320,1,4183.8,1,1,0.940782,0.0385,5986.2,6503.0,1.0863,0.55435,0.017121,0.006378,0.19928,55.56,0.038,0
93,mp3_v0,1,4183.8,1,1,0.940688,0.0385,5921.6,6416.9,1.0836,0.54945,0.017407,0.006554,0.1978,55.56,0.0412,0
84,authentic,0,5729.3,1,1,0.309013,0.5288,5060.3,5469.4,1.0809,0.39056,0.02395,0.071459,0.17167,100.0,0.1537,0
84,mp3_128,1,5729.3,1,1,0.309653,0.5281,4651.2,4866.5,1.0463,0.33178,0.031772,0.09617,0.19626,100.0,0.231,0
84,mp3_320,1,5729.3,1,1,0.308995,0.5289,4931.1,5297.2,1.0742,0.37445,0.025984,0.077909,0.18062,100.0,0.152,0
84,mp3_v0,1,5729.3,1,1,0.308972,0.5289,4737.3,5017.2,1.0591,0.34862,0.029151,0.087673,0.18349,100.0,0.2883,0
85,authentic,0,3714.4,1,1,0.153499,0.7345,3186.9,3811.4,1.1959,0.0137,0.099497,0.227804,0.20548,100.0,0.0218,0
85,mp3_128,1,3714.4,1,1,0.153797,0.7341,3165.4,3466.8,1.0952,0.01379,0.10007,0.237205,0.1931,100.0,0.0603,0
85,mp3_320,1,3714.4,1,1,0.153507,0.7345,3186.9,3725.2,1.1689,0.0137,0.099502,0.227961,0.20548,100.0,0.0256,0
85,mp3_v0,1,3714.4,1,1,0.153505,0.7345,3165.4,3703.7,1.1701,0.01379,0.099015,0.227028,0.2069,100.0,0.0288,0
90,authentic,0,4582.5,1,1,0.449321,0.3992,1313.5,1658.1,1.2623,0.0,0.066084,0.077448,0.25424,94.44,0.2338,0
90,mp3_128,1,4582.5,1,1,0.450012,0.3986,1292.0,1421.2,1.1,0.0,0.067848,0.079231,0.25862,83.33,0.3386,0
90,mp3_320,1,4582.5,1,1,0.449337,0.3991,1313.5,1636.5,1.2459,0.0,0.066084,0.077452,0.25424,94.44,0.232,0
90,mp3_v0,1,4582.5,1,1,0.449278,0.3992,1292.0,1464.3,1.1333,0.0,0.067796,0.078962,0.25862,94.44,0.3503,0
91,authentic,0,3710.4,1,1,0.002234,0.9955,4263.6,10012.9,2.3485,0.08163,0.03074,0.801358,0.2551,42.86,0.033,0
91,mp3_128,1,3710.4,1,1,0.002428,0.9952,4199.0,7127.5,1.6974,0.07254,0.031157,0.788738,0.25907,45.59,0.0746,0
91,mp3_320,1,3710.4,1,1,0.002239,0.9955,4220.5,7881.2,1.8673,0.08247,0.030922,0.800642,0.25773,42.25,0.034,0
91,mp3_v0,1,3710.4,1,1,0.002238,0.9955,4199.0,7752.0,1.8462,0.07772,0.031092,0.798786,0.25907,44.29,0.0717,0
98,authentic,0,5077.9,1,1,0.72175,0.1655,7838.1,8096.5,1.033,0.61326,0.0064,0.006611,0.26519,100.0,0.1735,0
98,mp3_128,1,5077.9,1,1,0.720611,0.1664,5921.6,5491.0,0.9273,0.45788,0.012882,0.013709,0.11355,100.0,0.2743,0
98,mp3_320,1,5077.9,1,1,0.721601,0.1656,7558.2,7881.2,1.0427,0.59885,0.006942,0.007141,0.24928,100.0,0.1751,0
98,mp3_v0,1,5077.9,1,1,0.722525,0.1649,6546.1,6998.3,1.0691,0.5298,0.009717,0.009983,0.16225,100.0,0.1822,0
99,authentic,0,3662.5,1,1,1.234795,-0.1146,3854.4,4112.8,1.067,0.0904,0.035647,0.044626,0.14689,27.59,0.3751,0
99,mp3_128,1,3662.5,1,1,1.233529,-0.114,3768.3,3919.0,1.04,0.0578,0.039289,0.047751,0.17341,39.29,0.3491,0
99,mp3_320,1,3662.5,1,1,1.234861,-0.1146,3832.9,4048.2,1.0562,0.08523,0.036071,0.045156,0.14773,24.14,0.3714,0
99,mp3_v0,1,3662.5,1,1,1.234425,-0.1144,3725.2,3919.0,1.052,0.08772,0.037685,0.046754,0.15789,31.03,0.4009,0
94,authentic,0,4545.6,1,1,0.013706,0.9735,4435.8,4349.7,0.9806,0.41176,0.012165,0.036516,0.28922,66.67,0.1425,0
94,mp3_128,1,4545.6,1,1,0.013756,0.9734,4349.7,3553.0,0.8168,0.4,0.01246,0.03578,0.295,68.42,0.1788,0
94,mp3_320,1,4545.6,1,1,0.013711,0.9735,4414.3,4199.0,0.9512,0.40887,0.012222,0.036797,0.29064,66.67,0.1424,0
94,mp3_v0,1,4545.6,1,1,0.013721,0.9735,4349.7,3962.1,0.9109,0.4,0.012439,0.037516,0.295,66.67,0.1594,0
95,authentic,0,3757.6,1,1,0.008786,0.9836,6546.1,6933.7,1.0592,0.0,0.069853,0.00359,0.19536,63.64,0.1718,0
95,mp3_128,1,3757.6,1,1,0.008768,0.9836,6266.2,2863.9,0.457,0.0,0.074443,0.003023,0.21107,63.64,0.289,0
95,mp3_320,1,3757.6,1,1,0.008789,0.9836,6438.4,6503.0,1.01,0.0,0.071455,0.003857,0.19529,63.64,0.1734,0
95,mp3_v0,1,3757.6,1,1,0.008795,0.9836,6266.2,3983.6,0.6357,0.0,0.07422,0.003518,0.20761,63.64,0.2663,0
102,authentic,0,4375.7,1,1,0.0,1.0,4737.3,21683.9,4.5773,0.0,0.087453,0.999395,0.22936,66.67,0.0783,0
102,mp3_128,1,4375.7,1,1,0.0,1.0,4694.2,20564.2,4.3807,0.0,0.088904,0.996067,0.23148,100.0,0.1449,0
102,mp3_320,1,4375.7,1,1,0.0,1.0,4715.8,19939.7,4.2283,0.0,0.088083,0.999388,0.23041,66.67,0.079,0
102,mp3_v0,1,4375.7,1,1,0.0,1.0,4672.7,21619.3,4.6267,0.0,0.089482,0.997564,0.23256,66.67,0.1381,0
103,authentic,0,5708.6,1,1,0.016907,0.9668,8527.1,3983.6,0.4672,0.10152,0.060889,0.003877,0.16497,100.0,0.0481,0
103,mp3_128,1,5708.6,1,1,0.016895,0.9669,8505.6,3940.6,0.4633,0.09924,0.0629,0.004145,0.17048,100.0,0.0572,0
103,mp3_320,1,5708.6,1,1,0.016906,0.9668,8527.1,3983.6,0.4672,0.10152,0.060921,0.004005,0.16497,100.0,0.0484,0
103,mp3_v0,1,5708.6,1,1,0.016909,0.9668,8505.6,3983.6,0.4684,0.09924,0.061653,0.004189,0.16539,100.0,0.047,0
96,authentic,0,4354.6,1,1,0.0,1.0,4048.2,21683.9,5.3564,0.0,0.545504,0.999202,0.28495,50.0,0.1244,0
96,mp3_128,1,4354.6,1,1,0.0,1.0,4026.7,20564.2,5.107,0.0,0.547205,0.996511,0.28649,50.0,0.1846,0
96,mp3_320,1,4354.6,1,1,0.0,1.0,4026.7,19961.3,4.9572,0.0,0.547172,0.999275,0.28649,50.0,0.1276,0
96,mp3_v0,1,4354.6,1,1,0.0,1.0,4026.7,21619.3,5.369,0.0,0.547279,0.99822,0.28649,50.0,0.249,0
97,authentic,0,3216.8,1,1,0.200434,0.6668,3768.3,6223.1,1.6514,0.37572,0.008705,0.046599,0.09827,51.52,0.1525,0
97,mp3_128,1,3216.8,1,1,0.200942,0.6661,3682.2,5620.2,1.5263,0.38462,0.009448,0.049476,0.09467,51.52,0.1823,0
97,mp3_320,1,3216.8,1,1,0.200457,0.6668,3746.8,6223.1,1.6609,0.37791,0.008751,0.046681,0.09884,51.52,0.1523,0
97,mp3_v0,1,3216.8,1,1,0.200524,0.6667,3725.2,5921.6,1.5896,0.38012,0.008881,0.047179,0.10526,56.25,0.1567,0
104,authentic,0,4817.1,1,1,0.908925,0.0591,4306.6,4306.6,1.0,0.0,0.124864,0.130109,0.18182,85.71,0.2214,0
104,mp3_128,1,4817.1,1,1,0.908506,0.0594,4177.4,4220.5,1.0103,0.0,0.139959,0.146369,0.17708,100.0,0.1965,0
104,mp3_320,1,4817.1,1,1,0.90889,0.0591,4263.6,4263.6,1.0,0.0,0.128224,0.13363,0.18367,85.71,0.227,0
104,mp3_v0,1,4817.1,1,1,0.90906,0.059,4177.4,4177.4,1.0,0.0,0.136965,0.142623,0.19271,85.71,0.25,0
105,authentic,0,3198.0,1,1,0.183474,0.6916,3811.4,4155.9,1.0904,0.0,0.070846,0.069495,0.18286,100.0,0.1221,0
105,mp3_128,1,3198.0,1,1,0.183837,0.6911,3789.8,4134.4,1.0909,0.0,0.072222,0.07173,0.18391,100.0,0.1232,0
105,mp3_320,1,3198.0,1,1,0.183468,0.6916,3811.4,4155.9,1.0904,0.0,0.070848,0.069559,0.18286,100.0,0.1281,0
105,mp3_v0,1,3198.0,1,1,0.183501,0.6916,3789.8,4155.9,1.0966,0.0,0.071722,0.070374,0.18391,100.0,0.1393,0
108,authentic,0,4320.4,1,0,0.0,1.0,4651.2,0.0,0.0,0.0,0.107942,0.999997,0.28505,0.0,0.0458,0
108,mp3_128,1,4320.4,1,0,0.0,1.0,4586.6,0.0,0.0,0.0,0.109349,1.0,0.2891,0.0,0.5837,0
108,mp3_320,1,4320.4,1,0,0.0,1.0,4629.6,0.0,0.0,0.0,0.108434,0.999996,0.28638,0.0,0.048,0
108,mp3_v0,1,4320.4,1,0,0.0,1.0,4651.2,0.0,0.0,0.0,0.10795,0.999997,0.28505,0.0,0.0394,0
109,authentic,0,5204.1,1,1,0.051029,0.9176,2433.3,8828.6,3.6283,0.35135,0.012788,0.017379,0.18018,100.0,0.1665,0
109,mp3_128,1,5204.1,1,1,0.051204,0.9172,2390.2,2971.6,1.2432,0.3578,0.012957,0.021675,0.18349,100.0,0.2646,0
109,mp3_320,1,5204.1,1,1,0.051033,0.9175,2433.3,8247.2,3.3894,0.35135,0.012797,0.017561,0.18018,100.0,0.1674,0
109,mp3_v0,1,5204.1,1,1,0.051026,0.9176,2390.2,6416.9,2.6847,0.3578,0.012895,0.018441,0.18349,100.0,0.2235,0
106,authentic,0,3434.0,1,1,0.240883,0.6166,4737.3,4715.8,0.9955,0.0367,0.083934,0.070796,0.11927,0.0,0.085,0
106,mp3_128,1,3434.0,1,1,0.241106,0.6163,4694.2,4242.0,0.9037,0.03704,0.086925,0.074724,0.125,0.0,0.1099,0
106,mp3_320,1,3434.0,1,1,0.240909,0.6166,4715.8,4715.8,1.0,0.03687,0.084263,0.071481,0.11982,0.0,0.0921,0
106,mp3_v0,1,3434.0,1,1,0.240939,0.6166,4694.2,4694.2,1.0,0.03704,0.084748,0.073523,0.12037,0.0,0.1086,0
107,authentic,0,3210.2,1,0,0.0,1.0,4048.2,20951.8,5.1755,0.0,0.114074,0.999657,0.17204,48.08,0.0769,0
107,mp3_128,1,3210.2,1,0,0.0,1.0,4048.2,20930.3,5.1702,0.0,0.114418,0.997608,0.17204,47.92,0.1163,0
107,mp3_320,1,3210.2,1,0,0.0,1.0,4048.2,20908.7,5.1649,0.0,0.114072,0.998044,0.17204,48.08,0.0774,0
107,mp3_v0,1,3210.2,1,0,0.0,1.0,4048.2,0.0,0.0,0.0,0.114141,1.0,0.17204,48.08,0.1107,0
100,authentic,0,3670.6,1,1,0.81797,0.1112,4392.8,4285.1,0.9755,0.4901,0.014596,0.01374,0.11386,81.82,0.1065,0
100,mp3_128,1,3670.6,1,1,0.81782,0.1113,4242.0,4177.4,0.9848,0.45641,0.016953,0.016832,0.11282,92.31,0.1386,0
100,mp3_320,1,3670.6,1,1,0.818043,0.1112,4392.8,4242.0,0.9657,0.4901,0.014643,0.013829,0.11386,66.67,0.1063,0
100,mp3_v0,1,3670.6,1,1,0.817968,0.1112,4285.1,4199.0,0.9799,0.48731,0.01512,0.014541,0.1066,90.91,0.1457,0
101,authentic,0,6848.6,1,1,4e-05,1.0,7558.2,18152.5,2.4017,0.29513,0.043072,0.052943,0.15186,100.0,0.0696,0
101,mp3_128,1,6848.6,1,1,4e-05,1.0,7278.2,11111.1,1.5266,0.27381,0.046561,0.049933,0.16964,100.0,0.1099,0
101,mp3_320,1,6848.6,1,1,4e-05,1.0,7558.2,15956.1,2.1111,0.29513,0.043085,0.056483,0.15186,100.0,0.0697,0
101,mp3_v0,1,6848.6,1,1,4.3e-05,1.0,7342.8,12187.8,1.6598,0.28614,0.045195,0.051865,0.15634,100.0,0.0845,0
110,authentic,0,4246.8,1,1,0.860316,0.0751,4069.8,4155.9,1.0212,0.0,0.132227,0.142165,0.18182,100.0,0.0714,0
110,mp3_128,1,4246.8,1,1,0.859242,0.0757,4005.2,4048.2,1.0108,0.0,0.138472,0.14877,0.16848,100.0,0.143,0
110,mp3_320,1,4246.8,1,1,0.860226,0.0752,4069.8,4134.4,1.0159,0.0,0.132292,0.142246,0.18182,100.0,0.0739,0
110,mp3_v0,1,4246.8,1,1,0.860156,0.0752,4026.7,4091.3,1.016,0.0,0.134144,0.14406,0.18378,100.0,0.1203,0
111,authentic,0,4080.3,1,1,7.7e-05,1.0,5124.9,20327.3,3.9664,0.01695,0.149905,0.149904,0.15678,36.22,0.0838,0
111,mp3_128,1,4080.3,1,1,7.7e-05,1.0,4974.2,4651.2,0.9351,0.0,0.163437,0.162528,0.16157,35.71,0.1003,0
111,mp3_320,1,4080.3,1,1,7.7e-05,1.0,5103.4,17657.2,3.4599,0.01277,0.151696,0.153492,0.15745,36.51,0.0831,0
111,mp3_v0,1,4080.3,1,1,7.7e-05,1.0,5124.9,10895.8,2.1261,0.01695,0.149918,0.144992,0.15678,36.51,0.081,0
114,authentic,0,3327.1,1,0,0.0,1.0,3509.9,0.0,0.0,0.00621,0.116898,0.999997,0.16149,83.33,0.0546,0
114,mp3_128,1,3327.1,1,0,0.0,1.0,3509.9,0.0,0.0,0.00621,0.116958,0.999997,0.16149,75.0,0.0585,0
114,mp3_320,1,3327.1,1,0,0.0,1.0,3509.9,0.0,0.0,0.00621,0.116899,0.999997,0.16149,83.33,0.0533,0
114,mp3_v0,1,3327.1,1,0,0.0,1.0,3509.9,0.0,0.0,0.00621,0.117068,0.999997,0.16149,83.33,0.056,0
115,authentic,0,3325.3,1,0,0.0,1.0,4069.8,0.0,0.0,0.0,0.230289,0.999997,0.14439,75.0,0.273,0
115,mp3_128,1,3325.3,1,0,0.0,1.0,4069.8,0.0,0.0,0.0,0.230438,0.999997,0.14439,75.0,0.2883,0
115,mp3_320,1,3325.3,1,0,0.0,1.0,4069.8,0.0,0.0,0.0,0.230294,0.999997,0.14439,75.0,0.2725,0
115,mp3_v0,1,3325.3,1,0,0.0,1.0,4069.8,0.0,0.0,0.0,0.230415,0.999997,0.14439,75.0,0.2981,0
116,authentic,0,3742.0,1,1,0.160469,0.7234,5727.8,6524.6,1.1391,0.50379,0.005359,0.092113,0.10606,100.0,0.0237,0
116,mp3_128,1,3742.0,1,1,0.161467,0.722,5081.8,5469.4,1.0763,0.44017,0.007418,0.137329,0.12821,100.0,0.0583,0
116,mp3_320,1,3742.0,1,1,0.160479,0.7234,5684.8,6416.9,1.1288,0.5,0.005561,0.096218,0.10687,100.0,0.0218,0
116,mp3_v0,1,3742.0,1,1,0.160519,0.7234,5318.7,6416.9,1.2065,0.46531,0.006538,0.112299,0.12245,100.0,0.0346,0
117,authentic,0,3946.2,1,0,0.0,1.0,4005.2,0.0,0.0,0.0,0.110467,0.999997,0.21739,81.25,0.0469,0
117,mp3_128,1,3946.2,1,0,0.0,1.0,3940.6,0.0,0.0,0.0,0.113822,0.999994,0.22099,90.62,0.5914,0
117,mp3_320,1,3946.2,1,0,0.0,1.0,3983.6,0.0,0.0,0.0,0.111407,0.999996,0.21858,81.25,0.0492,0
117,mp3_v0,1,3946.2,1,0,0.0,1.0,3983.6,0.0,0.0,0.0,0.111422,0.999996,0.21858,84.38,0.04,0
112,authentic,0,2573.4,1,1,0.745464,0.1464,4177.4,4155.9,0.9948,0.0,0.141884,0.145059,0.19792,75.0,0.1593,0
112,mp3_128,1,2573.4,1,1,0.745485,0.1464,4134.4,4155.9,1.0052,0.0,0.147632,0.151667,0.2,72.22,0.1238,0
112,mp3_320,1,2573.4,1,1,0.745502,0.1463,4177.4,4155.9,0.9948,0.0,0.141911,0.145085,0.19792,75.0,0.2152,0
112,mp3_v0,1,2573.4,1,1,0.745369,0.1464,4177.4,4155.9,0.9948,0.0,0.141864,0.145111,0.19792,77.78,0.2132,0
113,authentic,0,6684.0,1,1,0.0,1.0,6589.2,21382.5,3.2451,0.33224,0.046094,0.999371,0.20724,85.42,0.056,0
113,mp3_128,1,6684.0,1,1,0.0,1.0,6546.1,20478.1,3.1283,0.32781,0.046971,0.992893,0.22517,83.67,0.0733,0
113,mp3_320,1,6684.0,1,1,0.0,1.0,6567.6,20219.7,3.0787,0.33003,0.046345,0.999248,0.21122,85.42,0.056,0
113,mp3_v0,1,6684.0,1,1,0.0,1.0,6567.6,21296.3,3.2426,0.33003,0.046374,0.992768,0.20792,87.5,0.0565,0
118,authentic,0,4107.9,1,0,0.0,1.0,4414.3,20930.3,4.7415,0.0,0.279747,0.878831,0.2069,80.0,0.1059,0
118,mp3_128,1,4107.9,1,1,0.0,1.0,4371.2,20758.0,4.7488,0.0,0.284247,0.96164,0.20896,90.0,0.1692,0
118,mp3_320,1,4107.9,1,1,0.0,1.0,4392.8,20564.2,4.6814,0.0,0.282049,0.95256,0.20792,80.95,0.1067,0
118,mp3_v0,1,4107.9,1,1,0.0,1.0,4392.8,20865.7,4.75,0.0,0.282199,0.925298,0.20792,84.21,0.1107,0
119,authentic,0,3560.3,1,1,0.294478,0.5733,3466.8,3488.4,1.0062,0.05031,0.058395,0.256236,0.21384,100.0,0.1699,0
119,mp3_128,1,3560.3,1,1,0.294422,0.5733,3402.2,3423.8,1.0063,0.05128,0.060521,0.26393,0.22436,100.0,0.1664,0
119,mp3_320,1,3560.3,1,1,0.294483,0.5733,3445.3,3466.8,1.0063,0.05063,0.058873,0.2586,0.21519,100.0,0.1822,0
119,mp3_v0,1,3560.3,1,1,0.294388,0.5735,3423.8,3445.3,1.0063,0.05096,0.059369,0.260817,0.21656,100.0,0.2545,0
